hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
zabbix-poller-itau-prd01,10.99.0.234,connected,280,2025-09-10 11:01:09,Conectividade OK via bastion,,
CALIX-PRD01,10.99.0.247,connected,307,2025-09-10 13:15:09,Conectividade OK via bastion,,
VM_ula_proxy_02,10.99.0.29,connected,57,2025-09-10 13:51:09,Conectividade OK via bastion,,
toolstelecom-cel-prd01_v203,10.99.0.37,connected,221,2025-09-10 09:15:09,Conectividade OK via bastion,,
wso2prod,10.99.0.61,connected,291,2025-09-10 17:19:09,Conectividade OK via bastion,,
rbt-proxysrv-prd01-236_v203_v632,10.99.0.73,connected,57,2025-09-10 07:33:09,Conectividade OK via bastion,,
rbt-mediasrv-prd01-236_v203_v632,10.99.0.74,connected,151,2025-09-10 19:01:09,Conectividade OK via bastion,,
VM_zabbix-poller1-prod05,10.99.0.86,connected,290,2025-09-10 15:30:09,Conectividade OK via bastion,,
VM_zabbix-dbclientesv2-prd,10.99.0.88,connected,135,2025-09-10 11:56:09,Conectividade OK via bastion,,
VM_zabbix-poller1-prod08,10.99.0.89,connected,304,2025-09-10 16:59:09,Conectividade OK via bastion,,
csocacti,10.99.1.102,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
VM_rhel-repo-cor,10.99.1.11,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
GERCLIENTES,10.99.1.165,connected,138,2025-09-10 10:10:09,Conectividade OK via bastion,,
jpvrfpx01,10.99.10.9,connected,235,2025-09-10 08:18:09,Conectividade OK via bastion,,
dmviewdb-ula,10.99.101.120,connected,356,2025-09-10 08:48:09,Conectividade OK via bastion,,
VM_dmviewedb-spo_v203,10.99.101.140,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ipa-idm-prod01,10.99.2.10,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
srvkeymile01,10.99.2.194,failed,0,2025-09-10 02:43:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
server-trace-10,10.99.2.217,connected,369,2025-09-10 19:16:09,Conectividade OK via bastion,,
server-trace_prd01,10.99.2.218,failed,0,2025-09-10 08:56:09,Falha desconhecida,Executar diagnóstico manual,unknown
server-trace_prd02,10.99.2.219,connected,388,2025-09-10 13:20:09,Conectividade OK via bastion,,
ger-soem,10.99.3.147,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
VM_dns-cel02-prd,10.99.4.2,connected,367,2025-09-10 09:21:09,Conectividade OK via bastion,,
PL_MRS-3_v203,10.99.5.100,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
PL_MRS-4_v203,10.99.5.101,failed,0,2025-09-10 01:45:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
PL_SIG_34,10.99.5.21,connected,260,2025-09-10 18:46:09,Conectividade OK via bastion,,
PL_SIG_35,10.99.5.22,failed,0,2025-09-10 05:54:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
PL_SIG_36,10.99.5.23,failed,0,2025-09-10 18:37:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
PL_SIG_37,10.99.5.24,connected,104,2025-09-10 12:50:09,Conectividade OK via bastion,,
PL_SIG_38,10.99.5.25,connected,393,2025-09-10 14:47:09,Conectividade OK via bastion,,
PL_SIG_39,10.99.5.26,failed,0,2025-09-10 02:23:09,Timeout na conexão,Verificar latência e ACLs,timeout
PL_SIG_40,10.99.5.27,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
pl_sig_41_v203,10.99.5.28,connected,232,2025-09-10 19:02:09,Conectividade OK via bastion,,
pl_sig_24_v203,10.99.5.29,connected,206,2025-09-10 10:19:09,Conectividade OK via bastion,,
pl_sig_29_v203_,10.99.5.30,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
PL_MRS-2_v203,10.99.5.36,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
VM-NSPAR,172.18.16.3,connected,157,2025-09-10 09:58:09,Conectividade OK via bastion,,
VM-NSSAR,172.18.16.4,failed,0,2025-09-09 23:29:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
zbxdbtic01,172.20.0.10,failed,0,2025-09-10 08:09:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
mon_pain_ince_prd01,172.20.0.109,connected,317,2025-09-10 16:36:09,Conectividade OK via bastion,,
furukawaprd01,172.20.0.110,connected,93,2025-09-10 10:18:09,Conectividade OK via bastion,,
zbxdbalghx01,172.20.9.135,connected,346,2025-09-10 09:58:09,Conectividade OK via bastion,,
zabbix-dck-metro-prd01,172.20.0.125,failed,0,2025-09-10 09:11:09,Falha desconhecida,Executar diagnóstico manual,unknown
zabbix-dck-metro-prd03,172.20.0.13,connected,121,2025-09-10 12:08:09,Conectividade OK via bastion,,
zabbixdb03,172.20.0.22,connected,183,2025-09-10 16:40:09,Conectividade OK via bastion,,
bd-gerar-mysql-prd01,172.20.0.66,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
wildfly-gerar-prd02,172.20.0.67,connected,284,2025-09-10 12:23:09,Conectividade OK via bastion,,
zabbix-srv-plat-prd01,172.20.0.76,failed,0,2025-09-10 04:11:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
tr069-balancer-hml01,172.20.10.76,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
tr069-api-hml01,172.20.10.78,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
tr069-mongo-hml01,172.20.10.79,connected,105,2025-09-10 12:25:09,Conectividade OK via bastion,,
tr069-logs-hml01,172.20.10.80,connected,331,2025-09-10 08:11:09,Conectividade OK via bastion,,
emzdlra01-adm,172.20.101.3,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
idm-ipa-px01,172.20.11.2,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
idm-ipa-px02,172.20.11.3,failed,0,2025-09-10 00:03:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
idm-ipa-px03,172.20.11.4,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
idm-ipa-px04,172.20.11.5,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-dashboards-hml01,172.20.14.180,connected,184,2025-09-10 09:18:09,Conectividade OK via bastion,,
nc-itnm-prd03,172.20.14.222,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
nc-dis-prd02,172.20.14.249,failed,0,2025-09-10 16:53:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
MCP-SERVER01,172.20.14.59,connected,194,2025-09-10 10:42:09,Conectividade OK via bastion,,
dbhx01,172.20.25.10,connected,86,2025-09-10 10:42:09,Conectividade OK via bastion,,
acsdb-01,172.20.25.4,connected,83,2025-09-10 19:18:09,Conectividade OK via bastion,,
server-analytics-prd01,172.20.250.110,failed,0,2025-09-10 06:01:09,Falha desconhecida,Executar diagnóstico manual,unknown
PaloAlto_api-prd01,172.20.38.241,connected,46,2025-09-10 11:09:09,Conectividade OK via bastion,,
npi-clients-prd01-,172.20.39.109,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
smokeping-prd01,172.20.39.212,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
qualidade-prd01,172.20.4.165,failed,0,2025-09-09 22:54:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
qualidade-prd02,172.20.4.166,connected,123,2025-09-10 10:47:09,Conectividade OK via bastion,,
qualidade-prd03,172.20.4.167,connected,322,2025-09-10 10:01:09,Conectividade OK via bastion,,
qualidade-prd04,172.20.4.168,connected,51,2025-09-10 14:46:09,Conectividade OK via bastion,,
qualidade-hom01,172.20.4.171,connected,151,2025-09-10 11:34:09,Conectividade OK via bastion,,
LB02_prd,172.20.46.36,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
TPDU01_prd,172.20.46.37,failed,0,2025-09-09 19:37:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
tpdu02,172.20.46.38,connected,125,2025-09-10 15:27:09,Conectividade OK via bastion,,
tpdu03,172.20.46.39,connected,261,2025-09-10 10:29:09,Conectividade OK via bastion,,
tpdu04,172.20.46.40,connected,116,2025-09-10 15:19:09,Conectividade OK via bastion,,
tpdu05,172.20.46.41,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
tpdu06,172.20.46.42,failed,0,2025-09-09 23:22:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
tpdu07,172.20.46.43,connected,80,2025-09-10 17:08:09,Conectividade OK via bastion,,
tpdu08,172.20.46.44,connected,193,2025-09-10 15:36:09,Conectividade OK via bastion,,
adm-ceph-prd01,172.20.46.76,connected,262,2025-09-10 13:20:09,Conectividade OK via bastion,,
sds-monitor-236-prd01,172.20.46.77,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
traffic-analyser-prd01,172.20.49.10,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
traffic-analyser-prd02,172.20.49.11,connected,118,2025-09-10 09:37:09,Conectividade OK via bastion,,
traffic-analyser-prd03,172.20.49.12,failed,0,2025-09-09 21:01:09,Falha desconhecida,Executar diagnóstico manual,unknown
traffic-analyser-prd04,172.20.49.13,connected,90,2025-09-10 13:25:09,Conectividade OK via bastion,,
traffic-analyser-prd05,172.20.49.14,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
traffic-analyser-prd06,172.20.49.15,connected,225,2025-09-10 17:41:09,Conectividade OK via bastion,,
traffic-analyser-prd07,172.20.49.16,connected,58,2025-09-10 13:12:09,Conectividade OK via bastion,,
traffic-analyser-prd08,172.20.49.17,connected,295,2025-09-10 10:38:09,Conectividade OK via bastion,,
traffic-analyser-prd09,172.20.49.18,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
tcr-ula-prd01,172.20.49.19,failed,0,2025-09-10 16:19:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
insight-ingestion,172.20.49.197,connected,227,2025-09-10 10:02:09,Conectividade OK via bastion,,
tcr-ula-prd02,172.20.49.20,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
tcr-franca-prd01,172.20.49.21,connected,251,2025-09-10 13:29:09,Conectividade OK via bastion,,
tcr-franca-prd02,172.20.49.22,connected,106,2025-09-10 14:25:09,Conectividade OK via bastion,,
tcr-ula-prd03,172.20.49.8,connected,243,2025-09-10 12:04:09,Conectividade OK via bastion,,
tcr-ula-prd04,172.20.49.9,connected,347,2025-09-10 15:19:09,Conectividade OK via bastion,,
pl5-eventos-prd01,172.20.5.11,connected,92,2025-09-10 17:20:09,Conectividade OK via bastion,,
pl5-eventos-prd10,172.20.5.20,connected,314,2025-09-10 09:35:09,Conectividade OK via bastion,,
eir-map-prd01,172.20.5.80,connected,294,2025-09-10 11:02:09,Conectividade OK via bastion,,
eir-map-prd02,172.20.5.81,failed,0,2025-09-10 07:59:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
eir-adm-prd01,172.20.5.82,connected,302,2025-09-10 09:11:09,Conectividade OK via bastion,,
eir-map-prd03,172.20.5.83,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
eir-map-prd04,172.20.5.84,connected,304,2025-09-10 10:30:09,Conectividade OK via bastion,,
eir-map-prd05,172.20.5.85,connected,47,2025-09-10 10:26:09,Conectividade OK via bastion,,
eir-diameter-prd01,172.20.5.90,connected,291,2025-09-10 16:16:09,Conectividade OK via bastion,,
eir-diameter-prd02,172.20.5.91,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
eir-diameter-prd03,172.20.5.92,connected,244,2025-09-10 16:58:09,Conectividade OK via bastion,,
eir-diameter-prd04,172.20.5.93,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
api-prd02-iot,172.20.50.12,connected,322,2025-09-10 11:38:09,Conectividade OK via bastion,,
bd-conf-phone-hml01,172.20.50.122,failed,0,2025-09-10 17:11:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
frontend-allcom-01.prd.iot,172.20.50.13,connected,338,2025-09-10 13:09:09,Conectividade OK via bastion,,
telegraf-gateway-01.prd.iot,172.20.50.14,connected,165,2025-09-10 12:58:09,Conectividade OK via bastion,,
docs.prd.iot,172.20.50.15,failed,0,2025-09-10 03:32:09,Falha desconhecida,Executar diagnóstico manual,unknown
scm-01.prd.iot,172.20.50.16,failed,0,2025-09-10 02:18:09,Falha desconhecida,Executar diagnóstico manual,unknown
telegraf-gateway-02.prd.iot,172.20.50.17,connected,129,2025-09-10 09:36:09,Conectividade OK via bastion,,
influxdb-01-apm.prd.iot,172.20.50.18,connected,202,2025-09-10 17:56:09,Conectividade OK via bastion,,
teams-vsession-prd06,172.20.50.189,connected,380,2025-09-10 13:23:09,Conectividade OK via bastion,,
influxdb-02-apm.prd.iot,172.20.50.19,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
influxdb-03-apm.prd.iot,172.20.50.20,connected,268,2025-09-10 16:48:09,Conectividade OK via bastion,,
grafana-01-apm.prd.iot,172.20.50.21,failed,0,2025-09-10 14:35:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
teams-vsession-prd01,172.20.50.210,connected,271,2025-09-10 14:49:09,Conectividade OK via bastion,,
teams-vsession-prd05,172.20.50.218,connected,123,2025-09-10 09:33:09,Conectividade OK via bastion,,
grafana-02-apm.prd.iot,172.20.50.22,connected,346,2025-09-10 10:29:09,Conectividade OK via bastion,,
kapacitor-01-apm.prd.iot,172.20.50.23,connected,276,2025-09-10 08:10:09,Conectividade OK via bastion,,
kapacitor-02-apm.prd.iot,172.20.50.24,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
api-prd01-iot,172.20.50.25,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
lb-api-01.prd.iot,172.20.50.26,connected,197,2025-09-10 12:35:09,Conectividade OK via bastion,,
frontend-allcom-02.prd.iot,172.20.50.38,connected,338,2025-09-10 07:47:09,Conectividade OK via bastion,,
frontend-scm-01.prd.iot,172.20.50.39,failed,0,2025-09-10 00:50:09,Falha desconhecida,Executar diagnóstico manual,unknown
proxy-01.prd.iot,172.20.50.41,failed,0,2025-09-10 18:52:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
frontend-burst-01.prd.iot,172.20.50.42,connected,215,2025-09-10 09:33:09,Conectividade OK via bastion,,
bd-sip-phone-prd01,172.20.50.66,connected,370,2025-09-10 17:36:09,Conectividade OK via bastion,,
app-phone-prd01,172.20.50.74,connected,64,2025-09-10 14:24:09,Conectividade OK via bastion,,
app-phone-prd02,172.20.50.75,connected,206,2025-09-10 15:18:09,Conectividade OK via bastion,,
app-sq-phone-prd01,172.20.50.76,connected,234,2025-09-10 14:09:09,Conectividade OK via bastion,,
app-sq-phone-prd02,172.20.50.77,failed,0,2025-09-10 05:33:09,Falha desconhecida,Executar diagnóstico manual,unknown
iam-01.prd.iot,172.20.50.8,failed,0,2025-09-10 18:14:09,Timeout na conexão,Verificar latência e ACLs,timeout
bd-conf-phone-prd02,172.20.50.85,connected,345,2025-09-10 10:42:09,Conectividade OK via bastion,,
bd-conf-phone-prd01,172.20.50.86,failed,0,2025-09-10 12:50:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
bd-log-phone-prd01,172.20.50.87,connected,250,2025-09-10 17:34:09,Conectividade OK via bastion,,
bd-log-phone-prd02,172.20.50.88,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
Rancher-Admin-prd01,172.20.51.100,connected,268,2025-09-10 12:29:09,Conectividade OK via bastion,,
Rancher-Admin-prd02,172.20.51.101,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
Rancher-Admin-prd03,172.20.51.102,connected,297,2025-09-10 07:39:09,Conectividade OK via bastion,,
planeta-idp-prd01,172.20.51.3,failed,0,2025-09-10 08:41:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
planeta-idp-hom-1,172.20.51.35,failed,0,2025-09-10 10:17:09,Timeout na conexão,Verificar latência e ACLs,timeout
planeta-idp-hom-2,172.20.51.36,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
proventos-hom-1,172.20.51.37,connected,111,2025-09-10 07:50:09,Conectividade OK via bastion,,
planeta-idp-prd02,172.20.51.4,failed,0,2025-09-09 19:58:09,Timeout na conexão,Verificar latência e ACLs,timeout
stream-moniot-hml03,172.20.53.18,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
ksql-moniot-hml01,172.20.53.19,connected,80,2025-09-10 14:13:09,Conectividade OK via bastion,,
ksql-moniot-hml02,172.20.53.20,connected,96,2025-09-10 12:42:09,Conectividade OK via bastion,,
Rancher-worker-prd03,172.20.54.10,connected,221,2025-09-10 07:51:09,Conectividade OK via bastion,,
Rancher-worker-prd04,172.20.54.11,failed,0,2025-09-10 04:53:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
Rancher-master-prd01,172.20.54.5,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
Rancher-master-prd02,172.20.54.6,failed,0,2025-09-10 12:58:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
Rancher-master-prd03,172.20.54.7,failed,0,2025-09-10 16:19:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
Rancher-worker-prd01,172.20.54.8,failed,0,2025-09-09 22:00:09,Timeout na conexão,Verificar latência e ACLs,timeout
Rancher-worker-prd02,172.20.54.9,connected,59,2025-09-10 08:58:09,Conectividade OK via bastion,,
Rancher-worker-stg03,172.20.55.10,connected,253,2025-09-10 18:41:09,Conectividade OK via bastion,,
Rancher-worker-stg04,172.20.55.11,connected,241,2025-09-10 14:03:09,Conectividade OK via bastion,,
Rancher-master-stg01,172.20.55.5,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
Rancher-master-stg02,172.20.55.6,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
Rancher-master-stg03,172.20.55.7,failed,0,2025-09-10 18:10:09,Timeout na conexão,Verificar latência e ACLs,timeout
Rancher-worker-stg01,172.20.55.8,connected,266,2025-09-10 09:24:09,Conectividade OK via bastion,,
Rancher-worker-stg02,172.20.55.9,connected,274,2025-09-10 15:57:09,Conectividade OK via bastion,,
ntr-soa-p02,172.20.56.17,failed,0,2025-09-10 07:00:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
vigiapx02,172.20.64.126,connected,326,2025-09-10 08:36:09,Conectividade OK via bastion,,
vigiahx01,172.20.64.141,connected,297,2025-09-10 18:02:09,Conectividade OK via bastion,,
id-transmissao-prd01,172.20.64.82,connected,41,2025-09-10 09:36:09,Conectividade OK via bastion,,
id-transmissao-prd02,172.20.64.83,connected,388,2025-09-10 11:36:09,Conectividade OK via bastion,,
nc-itnm-prd13,172.20.64.84,connected,197,2025-09-10 18:01:09,Conectividade OK via bastion,,
ID-VOGEL-APP-HML-01,172.20.64.85,failed,0,2025-09-10 10:52:09,Falha desconhecida,Executar diagnóstico manual,unknown
id-transmissao-hml01,172.20.64.98,connected,377,2025-09-10 12:54:09,Conectividade OK via bastion,,
pl4-oferta-rel-prd01,172.20.7.10,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
nc-web-prd01,172.20.9.12,failed,0,2025-09-10 04:15:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
zabbix-server-hom-01,172.20.9.144,connected,365,2025-09-10 14:27:09,Conectividade OK via bastion,,
app-portal-nominum-prd01,172.20.9.26,connected,107,2025-09-10 13:31:09,Conectividade OK via bastion,,
netctpx01.network.ctbc,172.20.9.4,connected,184,2025-09-10 16:16:09,Conectividade OK via bastion,,
parametrizacoes,172.20.14.168,connected,47,2025-09-10 08:46:09,Conectividade OK via bastion,,
rqual-spo-prod01,172.25.154.11,connected,177,2025-09-10 15:02:09,Conectividade OK via bastion,,
tcr-spo-prd01,172.25.176.82,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
tcr-spo-prd02,172.25.176.83,failed,0,2025-09-10 13:35:09,Falha desconhecida,Executar diagnóstico manual,unknown
pl-management,172.25.179.130,connected,193,2025-09-10 14:06:09,Conectividade OK via bastion,,
PL4-PRD-USSD-1,172.25.179.133,connected,197,2025-09-10 18:22:09,Conectividade OK via bastion,,
pv4-camp-wso2-1,172.25.179.134,connected,254,2025-09-10 10:14:09,Conectividade OK via bastion,,
GW-MAP-7,172.25.179.152,connected,282,2025-09-10 09:30:09,Conectividade OK via bastion,,
GW-MAP-8,172.25.179.153,connected,357,2025-09-10 10:02:09,Conectividade OK via bastion,,
PL4-IVR-MOB-5,172.25.179.158,failed,0,2025-09-10 18:27:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
PL4-IVR-MOB-6,172.25.179.159,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
PL4-IVR-MOB-7,172.25.179.160,failed,0,2025-09-10 01:54:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
PL4-IVR-MOB-8,172.25.179.161,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
PL4-IVR-SDP-MOB-5,172.25.179.162,connected,328,2025-09-10 09:13:09,Conectividade OK via bastion,,
pv4-camp-kannel-1,172.25.179.183,connected,365,2025-09-10 19:10:09,Conectividade OK via bastion,,
pl5-kannel-1.planeta.net,172.25.179.193,connected,345,2025-09-10 07:51:09,Conectividade OK via bastion,,
pl5-psql-1.planeta.net,172.25.179.195,connected,171,2025-09-10 08:18:09,Conectividade OK via bastion,,
pl5-psql-2.planeta.net,172.25.179.196,connected,343,2025-09-10 07:53:09,Conectividade OK via bastion,,
Pl-ivr-app7,172.25.179.229,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
Pl-ivr-app8,172.25.179.230,connected,280,2025-09-10 07:32:09,Conectividade OK via bastion,,
pl4-tts1-new,172.25.179.233,connected,375,2025-09-10 11:58:09,Conectividade OK via bastion,,
Pl-ivr-app12,172.25.179.235,connected,194,2025-09-10 11:58:09,Conectividade OK via bastion,,
Pl-ivr-app13,172.25.179.236,connected,336,2025-09-10 18:23:09,Conectividade OK via bastion,,
pl4-back-grav-03,172.25.179.237,failed,0,2025-09-09 20:22:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
pl4-log-indexer-1,172.25.179.241,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
smsc-smpp-4,172.25.208.23,failed,0,2025-09-10 09:04:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
smsc2-map-02.planeta.net,172.25.208.25,failed,0,2025-09-10 09:07:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
smsc2-map-03.planeta.net,172.25.208.26,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
smsc2-map-04.planeta.net,172.25.208.27,connected,365,2025-09-10 09:11:09,Conectividade OK via bastion,,
smsc2-smpp-05,172.25.208.95,failed,0,2025-09-10 01:48:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
server-trace,172.25.218.6,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
smdpx01,172.25.254.26,failed,0,2025-09-10 12:51:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
app-policy-prd01-238,172.25.75.106,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
db-policy-prd01-238,172.25.75.107,connected,43,2025-09-10 13:13:09,Conectividade OK via bastion,,
radius-ciscoar-temp01_v90,172.25.75.17,connected,312,2025-09-10 14:31:09,Conectividade OK via bastion,,
pl4-ivr-mob-1,172.25.76.100,connected,180,2025-09-10 15:07:09,Conectividade OK via bastion,,
pl4-ivr-mob-2,172.25.76.101,connected,370,2025-09-10 18:14:09,Conectividade OK via bastion,,
pl4-ivr-mob-3,172.25.76.102,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl4-ivr-mob-4,172.25.76.103,failed,0,2025-09-10 15:15:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
eris-1.planeta.net,172.25.76.116,connected,255,2025-09-10 13:10:09,Conectividade OK via bastion,,
cds-hos-17,172.25.76.12,failed,0,2025-09-10 03:31:09,Falha desconhecida,Executar diagnóstico manual,unknown
pl4-iotbr-prd01,172.25.76.126,connected,239,2025-09-10 09:33:09,Conectividade OK via bastion,,
pl4-ivr-sdp-mob-1.planeta.net,172.25.76.135,connected,105,2025-09-10 17:13:09,Conectividade OK via bastion,,
pl4-ivr-sdp-mob-2.planeta.net,172.25.76.136,connected,109,2025-09-10 19:20:09,Conectividade OK via bastion,,
pl4-ivr-sdp-mob-3.planeta.net,172.25.76.137,connected,166,2025-09-10 08:36:09,Conectividade OK via bastion,,
pl4-ivr-sdp-mob-4.planeta.net,172.25.76.138,failed,0,2025-09-10 06:34:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
pl4-mob-2.planeta.net,172.25.76.151,connected,110,2025-09-10 16:15:09,Conectividade OK via bastion,,
pl4-hos-10,172.25.76.160,connected,180,2025-09-10 16:34:09,Conectividade OK via bastion,,
pl4-mob-3.planeta.net,172.25.76.162,failed,0,2025-09-10 14:34:09,Timeout na conexão,Verificar latência e ACLs,timeout
pl4-nv-mob-5.planeta.net,172.25.76.164,connected,338,2025-09-10 16:38:09,Conectividade OK via bastion,,
pl4-nv-mob-6.planeta.net,172.25.76.165,connected,245,2025-09-10 14:40:09,Conectividade OK via bastion,,
pl-sdp-v4-app-3,172.25.76.166,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
PL4-BALANCER-1.planeta.net,172.25.76.17,connected,311,2025-09-10 11:43:09,Conectividade OK via bastion,,
pl-grav-monitor-avaya-1,172.25.76.170,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl4-hom1,172.25.76.18,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl4-nv-esb-1.planeta.net,172.25.76.182,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl4-nv-esb-2.planeta.net,172.25.76.183,connected,96,2025-09-10 18:55:09,Conectividade OK via bastion,,
aid-hos-23,172.25.76.19,connected,303,2025-09-10 08:19:09,Conectividade OK via bastion,,
pl-prd-search-engine-4,172.25.76.190,connected,358,2025-09-10 12:12:09,Conectividade OK via bastion,,
tam-01.planeta.net,172.25.76.197,connected,81,2025-09-10 08:56:09,Conectividade OK via bastion,,
Pl-enabler-postvendas,172.25.76.2,connected,193,2025-09-10 10:54:09,Conectividade OK via bastion,,
ussd-center-01,172.25.76.203,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
ussd-center-02,172.25.76.204,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mediapx01,172.25.76.205,connected,318,2025-09-10 19:08:09,Conectividade OK via bastion,,
pl4-hos-11,172.25.76.212,connected,263,2025-09-10 14:19:09,Conectividade OK via bastion,,
pl4-tts1.planeta.net,172.25.76.22,connected,379,2025-09-10 10:12:09,Conectividade OK via bastion,,
gerencia.planeta.net,172.25.76.222,connected,267,2025-09-10 10:49:09,Conectividade OK via bastion,,
pl-message-prd-4,172.25.76.225,failed,0,2025-09-10 19:06:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
pl4-mediaserver-8,172.25.76.41,connected,204,2025-09-10 17:19:09,Conectividade OK via bastion,,
pl4-db-adm1.planeta.net,172.25.76.54,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pl-central-prd-1,172.25.76.56,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
