hostname,ip_address,status,error,collected_at,os_family,distro_id,distro_pretty_name,distro_version_id,kernel,init_system,services_running_count,services_sample,pkg_manager,pkg_count,pkg_sample,python_installed,python_version,zabbix_agent_installed,zabbix_agent_version,qualys_agent_installed,qualys_agent_version
nbumedia09,10.51.30.222,ok,,2025-09-11 07:42:12,linux,ol,Oracle Linux Server 8.10,8.10,5.15.0-207.156.6.el8uek.x86_64,systemd,35,atd.service;auditd.service;avahi-daemon.service;chronyd.service;crond.service;cups.service;dbus.service;firewalld.service;getty@tty1.service;gssproxy.service;irqbalance.service;iscsid.service;konea.service;kschedulerconsole.service;ksmtuned.service;libstoragemgmt.service;mcelog.service;ModemManager.service;NetworkManager.service;packagekit.service;polkit.service;qualys-cloud-agent.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-machined.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;zabbix-agent.service,rpm,1451,GConf2;ModemManager;ModemManager-glib;NetworkManager;NetworkManager-adsl;NetworkManager-bluetooth;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;NetworkManager-wwan;PackageKit;PackageKit-command-not-found;PackageKit-glib;PackageKit-gstreamer-plugin;PackageKit-gtk3-module;VRTSnbcfg;VRTSnbclibs;VRTSnbclt;VRTSnbpck;VRTSnbslibs;VRTSnetbp;VRTSpbx;VRTSpddea;VRTSpddei;VRTSpddes;abattis-cantarell-fonts;accountsservice;accountsservice-libs,yes,3.6.8,yes,6.0.36,yes,7.2.0
algarcsmprd-portal01,10.51.31.238,ok,,2025-09-11 07:42:12,linux,,,,2.6.32-358.23.2.el6.x86_64,init,0,,rpm,989,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware;algarcsm-web-prd,yes,2.6.6,yes,5.0.0,no,7.2.0
lxvpn01,10.51.34.142,ok,,2025-09-11 07:42:14,linux,,,,2.6.32-431.20.3.el6.x86_64,init,0,,rpm,1039,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware;alsa-lib,yes,2.6.6,yes,6.0.9,no,7.2.0
KBNPL01,10.51.26.34,ok,,2025-09-11 07:42:12,linux,ol,Oracle Linux Server 8.7,8.7,5.4.17-2136.316.7.el8uek.x86_64,systemd,39,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;iscsid.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;user@1539800207.service;vgauthd.service;vmtoolsd.service,rpm,1295,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adcli;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme,yes,3.6.8,yes,5.0.9,yes,7.2.0
wsomysqlhom01-new,10.51.26.43,ok,,2025-09-11 07:42:12,linux,ol,Oracle Linux Server 8.6,8.6,5.4.17-2136.308.9.el8uek.x86_64,systemd,40,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;iscsid.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1278,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adcli;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme,yes,3.6.8,yes,5.0.9,yes,7.0.0
sps-hom-near01,10.51.34.15,ok,,2025-09-11 07:42:14,linux,,,,2.6.32-754.2.1.el6.x86_64,init,0,,rpm,322,MAKEDEV;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;ampagent;atmel-firmware;attr;audit;audit-libs;authconfig;autofs;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;busybox;bzip2;bzip2-libs;c-ares,yes,2.6.6,yes,5.0.0,no,7.2.0
nagiossd,10.51.29.105,ok,,2025-09-11 07:42:12,linux,,,,2.6.32-504.1.3.el6.x86_64,init,0,,rpm,575,ConsoleKit;ConsoleKit-libs;MAKEDEV;MariaDB-client;MariaDB-common;MariaDB-compat;MariaDB-server;acl;alsa-lib;ampagent;apr;apr-util;apr-util-ldap;at;atk;attr;audit;audit-libs;authconfig;autoconf;automake;avahi-libs;basesystem;bash;bc;bind-libs;bind-utils;binutils;bzip2;bzip2-libs,yes,2.6.6,yes,6.0.9,no,7.2.0
rbt-appsrv-prd01,10.51.45.140,ok,,2025-09-11 07:42:17,linux,centos,CentOS Linux 7 (Core),7,3.10.0-229.14.1.el7.x86_64,systemd,48,proc-sys-fs-binfmt_misc.automount;session-9763706.scope;auditd.service;crond.service;dbus.service;getty@tty1.service;httpd.service;irqbalance.service;kannel.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;mariadb.service;nagios.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rhnsd.service;rpcbind.service;rs_changeprices.service;rs_massivebatch.service;rs_psg.service;rs_querymonitor.service;rs_tonebatch.service;rs_toneserver.service;rsyncd.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;vsftpd.service;zabbix-agent.service;dbus.socket;lvm2-lvmetad.socket;rpcbind.socket;systemd-journald.socket;systemd-udevd-control.socket;systemd-udevd-kernel.socket,rpm,662,NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;audit;audit-libs;authconfig;autoconf;autofs;autogen-libopts;automake;avahi-autoipd;avahi-libs;basesystem;bash;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;bison,yes,2.7.5,yes,5.0.0,yes,7.2.0
sps-prd-near01,10.51.34.46,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-754.2.1.el6.x86_64,init,0,,rpm,329,MAKEDEV;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;ampagent;atmel-firmware;attr;audit;audit-libs;authconfig;autofs;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;busybox;bzip2;bzip2-libs;c-ares,yes,2.6.6,yes,5.0.0,no,7.2.0
SBLPRDGTW01,10.51.0.75,ok,,2025-09-11 07:41:59,linux,ol,Oracle Linux Server 6.7,6.7,3.8.13-44.1.1.el6uek.x86_64,init,0,,rpm,1133,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;PyXML;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-python;abrt-tui;acl;acpid,yes,2.6.6,yes,5.0.0,no,6.4.0
oim-hom-app01,10.51.47.15,ok,,2025-09-11 07:42:17,linux,ol,Oracle Linux Server 7.4,7.4,4.1.12-112.14.15.el7uek.x86_64,systemd,21,auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;polkit.service;qualys-cloud-agent.service;rhnsd.service;rsyslog.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;vxpbx_exchanged.service,rpm,558,GeoIP;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-ppp;NetworkManager-team;NetworkManager-tui;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;audit;audit-libs;audit-libs;authconfig;autofs;autogen-libopts;avahi-autoipd;avahi-libs;basesystem;bash;bind-libs,yes,2.7.5,no,,yes,7.2.0
VGCONTPRD01,10.51.41.142,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,962,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,5.0.0,no,7.2.0
sps-hom-ws01,10.51.34.16,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-754.2.1.el6.x86_64,init,0,,rpm,324,MAKEDEV;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;atmel-firmware;attr;audit;audit-libs;authconfig;autofs;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;busybox;bzip2;bzip2-libs;c-ares;ca-certificates,yes,2.6.6,yes,5.0.0,no,7.2.0
VGPROCHOM01,10.51.41.145,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,959,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,5.0.0,no,7.2.0
VGAPPHOM01,10.51.41.141,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,960,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,5.0.0,no,7.2.0
VGAPXPRD01,10.51.41.146,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,960,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,5.0.0,no,7.2.0
oim-hom-app02,10.51.47.16,ok,,2025-09-11 07:42:17,linux,ol,Oracle Linux Server 7.4,7.4,4.1.12-112.14.15.el7uek.x86_64,systemd,22,auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;polkit.service;postfix.service;qualys-cloud-agent.service;rhnsd.service;rpcbind.service;rsyslog.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;vxpbx_exchanged.service,rpm,530,GeoIP;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-ppp;NetworkManager-team;NetworkManager-tui;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;audit;audit-libs;audit-libs;authconfig;autofs;autogen-libopts;avahi-autoipd;avahi-libs;basesystem;bash;bind-libs,yes,2.7.5,no,,yes,7.2.0
VM_eb-prd-app01,10.51.48.140,not_tested,filtered_by_connectivity_csv,2025-09-11 07:42:19,,,,,,,,,,,,,,,,,
VM_eb-prd-app02,10.51.48.141,not_tested,filtered_by_connectivity_csv,2025-09-11 07:42:19,,,,,,,,,,,,,,,,,
VGNEDPRD01,10.51.41.152,ok,,2025-09-11 07:42:16,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,958,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,6.0.9,no,7.2.0
VGCONTHOM01,10.51.41.143,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-504.12.2.el6.x86_64,init,0,,rpm,960,ConsoleKit;ConsoleKit-libs;ConsoleKit-x11;DeviceKit-power;GConf2;GConf2-gtk;MAKEDEV;ModemManager;NetworkManager;NetworkManager-glib;NetworkManager-gnome;ORBit2;PackageKit;PackageKit-device-rebind;PackageKit-glib;PackageKit-gtk-module;PackageKit-yum;PackageKit-yum-plugin;Red_Hat_Enterprise_Linux-Release_Notes-6-en-US;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-python;abrt-cli;abrt-libs;abrt-tui;acl;acpid;aic94xx-firmware,yes,2.6.6,yes,5.0.0,no,7.2.0
algmcache01,10.51.46.30,ok,,2025-09-11 07:42:17,linux,,,,2.6.32-573.7.1.el6.x86_64,init,0,,rpm,437,MAKEDEV;acl;aic94xx-firmware;alsa-lib;ampagent;apr;apr-util;apr-util-ldap;at;atk;atmel-firmware;attr;audit;audit-libs;authconfig;autoconf;automake;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;bzip2;bzip2-libs;c-ares;ca-certificates,yes,2.6.6,yes,6.0.9,no,7.2.0
sps-hom-ws02,10.51.34.17,ok,,2025-09-11 07:42:15,linux,,,,2.6.32-754.2.1.el6.x86_64,init,0,,rpm,323,MAKEDEV;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;aic94xx-firmware;atmel-firmware;attr;audit;audit-libs;authconfig;autofs;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;busybox;bzip2;bzip2-libs;c-ares;ca-certificates,yes,2.6.6,yes,5.0.0,no,7.2.0
web-ui-prd-app01,10.51.48.236,not_tested,filtered_by_connectivity_csv,2025-09-11 07:42:20,,,,,,,,,,,,,,,,,
algmweb01,10.51.46.32,ok,,2025-09-11 07:42:17,linux,,,,2.6.32-573.7.1.el6.x86_64,init,0,,rpm,474,MAKEDEV;acl;aic94xx-firmware;alsa-lib;ampagent;apr;apr-util;apr-util-ldap;at;atk;atmel-firmware;attr;audit;audit-libs;audit-libs-python;authconfig;avahi-libs;b43-openfwwf;basesystem;bash;bc;bfa-firmware;bind-libs;bind-utils;binutils;bzip2;bzip2-libs;c-ares;ca-certificates;ca-cs-cam,yes,2.6.6,yes,6.0.9,no,7.2.0
crv-prd-backend-cis01,10.51.123.233,ok,,2025-09-11 07:42:02,linux,centos,CentOS Linux 7 (Core),7,3.10.0-862.3.2.el7.x86_64,systemd,39,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;netbackup.service;NetworkManager.service;nrpe.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rngd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;tomcat.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service,rpm,927,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme,yes,2.7.5,yes,5.0.15,yes,7.2.0
core-prd-app03,10.51.48.239,not_tested,filtered_by_connectivity_csv,2025-09-11 07:42:20,,,,,,,,,,,,,,,,,
nbumedia08,10.51.30.88,ok,,2025-09-11 07:42:12,linux,ol,Oracle Linux Server 8.10,8.10,5.15.0-310.184.5.2.el8uek.x86_64,systemd,41,atd.service;auditd.service;chronyd.service;crond.service;dbus.service;dcismeng.service;dsm_om_connsvc.service;dsm_sa_datamgrd.service;dsm_sa_eventmgrd.service;dsm_sa_snmpd.service;getty@tty1.service;irqbalance.service;iscsid.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;multipathd.service;netbackup.service;NetworkManager-dispatcher.service;NetworkManager.service;pdde-spws.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rsyslog.service;smartd.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,1077,HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;VRTSnbcfg;VRTSnbclibs;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSnbslibs;VRTSnetbp;VRTSpbx;VRTSpddea;VRTSpddei;VRTSpddes;abattis-cantarell-fonts;acl;adcli;adwaita-cursor-theme;adwaita-icon-theme;alsa-sof-firmware;ampagent;at;at-spi2-atk,yes,3.6.8,yes,5.0.34,yes,7.2.0
core-prd-balancer01,10.51.48.241,not_tested,filtered_by_connectivity_csv,2025-09-11 07:42:20,,,,,,,,,,,,,,,,,
portalcdoprd,10.11.136.119,failed,ssh_timeout,2025-09-11 07:41:49,,,,,,,,,,,,,,,,,
core-prd-app04,10.51.48.240,ok,,2025-09-11 07:42:20,linux,centos,CentOS Linux 7 (Core),7,3.10.0-327.36.3.el7.x86_64,systemd,33,abrt-oops.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;nslcd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rsyslog.service;sendmail.service;sm-client.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;vmware-tools.service;vxpbx_exchanged.service;wpa_supplicant.service;zabbix-agent.service,rpm,830,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme;adwaita-icon-theme;aic94xx-firmware;alsa-firmware,yes,2.7.5,yes,5.0.0,yes,7.2.0
core-prd-app01,10.51.48.237,ok,,2025-09-11 07:42:20,linux,centos,CentOS Linux 7 (Core),7,3.10.0-327.36.3.el7.x86_64,systemd,33,abrt-oops.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;nslcd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rsyslog.service;sendmail.service;sm-client.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;vmware-tools.service;vxpbx_exchanged.service;wpa_supplicant.service;zabbix-agent.service,rpm,831,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme;adwaita-icon-theme;aic94xx-firmware;alsa-firmware,yes,2.7.5,yes,5.0.0,yes,7.2.0
core-prd-app02,10.51.48.238,ok,,2025-09-11 07:42:20,linux,centos,CentOS Linux 7 (Core),7,3.10.0-327.36.3.el7.x86_64,systemd,33,abrt-oops.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;nrpe.service;nslcd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rsyslog.service;sendmail.service;sm-client.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;vmware-tools.service;vxpbx_exchanged.service;wpa_supplicant.service;zabbix-agent.service,rpm,831,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme;adwaita-icon-theme;aic94xx-firmware;alsa-firmware,yes,2.7.5,yes,5.0.0,yes,7.2.0
porthx01,10.51.41.51,ok,,2025-09-11 07:42:17,linux,rhel,Red Hat Enterprise Linux 8.6 (Ootpa),8.6,4.18.0-372.9.1.el8.x86_64,systemd,45,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;heartbeat.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;metricbeat.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpc-statd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1360,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme;alsa-lib,yes,3.6.8,yes,5.0.24,yes,7.2.0
